5.96436	3.666666667
6.14149	3.766666667
3.9034	3.833333333
2.52926	4.666666667
0.60724	5.866666667
-1.68157	6.7
-1.97363	6.966666667
-1.5935	6.4
-0.27083	5.566666667
2.37114	4.633333333
4.28327	4.233333333
8.21331	3.5
8.56611	3.1
6.31835	3.166666667
5.55348	3.366666667
1.82014	3.066666667
1.27216	2.966666667
2.35	3.233333333
1.46893	2.833333333
1.54031	2.7
1.62315	2.566666667
0.91423	2.733333333
0.82823	3.7
1.12727	5.266666667
1.01389	5.8
0.72614	5.966666667
0.81452	5.333333333
0.96332	4.733333333
1.29245	4.4
1.86749	4.1
2.595	4.233333333
3.14183	4.033333333
3.32564	4.2
3.89567	4.133333333
3.29018	4.133333333
3.66724	3.933333333
3.77693	4.1
3.10088	4.233333333
2.75893	4.933333333
2.4667	6.3
2.05076	7.366666667
2.0638	7.333333333
2.47736	6.366666667
1.61732	5.833333333
1.47615	5.1
1.25146	5.266666667
1.17192	5.6
1.3406	5.133333333
1.44245	5.233333333
1.40039	5.533333333
1.29783	6.266666667
1.11145	6.8
1.09056	7
1.00276	6.766666667
1.02377	6.2
1.32624	5.633333333
1.2576	5.533333333
1.20682	5.566666667
1.09636	5.533333333
1.01999	5.766666667
1.03008	5.733333333
0.95747	5.5
1.56516	5.566666667
1.44158	5.466666667
1.49732	5.2
1.76296	5
1.40829	4.966666667
1.59369	4.9
1.82538	4.666666667
1.81818	4.366666667
2.04895	4.1
2.1973	3.866666667
2.55933	3.833333333
3.15027	3.766666667
3.30731	3.7
3.06993	3.833333333
2.7593	3.833333333
2.7492	3.8
3.02867	3.9
3.73656	3.733333333
4.30062	3.566666667
4.32341	3.533333333
4.63215	3.4
4.55558	3.4
4.77973	3.433333333
5.22092	3.566666667
5.09315	3.566666667
5.4823	4.166666667
5.60912	4.766666667
5.00048	5.166666667
5.03693	5.833333333
5.15038	5.933333333
5.06558	5.9
5.27259	6.033333333
4.76363	5.933333333
4.7685	5.766666667
4.05382	5.7
3.99109	5.566666667
4.4431	5.366666667
4.06518	4.933333333
5.01081	4.933333333
6.04241	4.8
6.79575	4.766666667
7.57091	5.133333333
8.44536	5.2
9.48761	5.633333333
10.50588	6.6
10.92482	8.266666667
9.97655	8.866666667
8.73418	8.466666667
7.39557	8.3
6.11817	7.733333333
5.61554	7.566666667
5.12224	7.733333333
5.24732	7.766666667
5.8237	7.5
6.24639	7.133333333
6.16675	6.9
6.54917	6.666666667
6.38727	6.333333333
6.91382	6
7.42087	6.033333333
7.30185	5.9
7.68877	5.866666667
8.25833	5.7
8.77816	5.866666667
8.57485	5.966666667
8.87269	6.3
8.79593	7.333333333
8.85023	7.666666667
9.65044	7.4
10.22195	7.433333333
9.79519	7.4
9.41469	7.4
8.4791	8.233333333
7.15128	8.833333333
6.43409	9.433333333
5.95126	9.9
5.22914	10.66666667
4.58293	10.36666667
4.00959	10.13333333
3.64426	9.366666667
3.36087	8.533333333
3.62561	7.866666667
3.73874	7.433333333
3.56098	7.433333333
3.54965	7.3
3.52558	7.233333333
3.30952	7.3
3.01672	7.2
2.82425	7.033333333
2.32463	7.033333333
2.05414	7.166666667
1.85903	6.966666667
1.84323	6.833333333
1.98242	6.6
2.30291	6.266666667
2.6542	6
2.91293	5.833333333
3.06481	5.7
3.35195	5.466666667
3.80231	5.466666667
3.8711	5.333333333
4.1387	5.2
4.23171	5.233333333
3.75398	5.233333333
3.59826	5.366666667
3.63381	5.3
3.69038	5.333333333
3.82106	5.7
3.85365	6.133333333
3.75195	6.6
3.3572	6.833333333
3.27861	6.866666667
3.12403	7.1
2.50357	7.366666667
2.36784	7.6
2.07094	7.633333333
2.16708	7.366666667
2.35996	7.133333333
2.35331	7.066666667
2.46051	6.8
2.31554	6.633333333
2.23085	6.566666667
2.11719	6.2
2.096	6
2.09326	5.633333333
2.15924	5.466666667
2.156	5.666666667
2.07424	5.666666667
2.01227	5.566666667
1.94951	5.533333333
1.88297	5.5
1.7154	5.266666667
1.76799	5.333333333
1.88472	5.233333333
1.67007	5
1.77796	4.866666667
1.5702	4.666666667
1.11666	4.633333333
1.14944	4.4
1.14582	4.533333333
1.09124	4.433333333
1.26591	4.3
1.41081	4.266666667
1.33579	4.233333333
1.61655	4.066666667
1.96479	4.033333333
2.21355	3.933333333
2.44787	4
2.43833	3.9
2.43	4.233333333
2.41109	4.4
2.21433	4.833333333
1.9787	5.5
1.64133	5.7
1.38047	5.833333333
1.47007	5.733333333
1.73593	5.866666667
1.91419	5.866666667
