9.8	-1.37794
10	-0.22397
9.9	1.91459
9.9	2.81412
9.8	2.62111
9.8	2.15134
9.9	2.28617
9.9	2.20677
9.6	2.00355
9.4	1.12156
9.4	1.34078
9.5	1.15018
9.5	1.11831
9.4	1.1667
9.8	1.08454
9.3	1.43779
9.1	1.70078
9	2.1249
9	2.61924
9.1	3.07723
9	3.45897
9.1	3.50232
9	3.57988
9	3.755
9	3.81262
8.8	3.52227
8.6	3.45143
8.5	3.06207
8.3	3.00877
8.3	2.89818
8.2	2.58288
8.2	2.27316
8.2	1.73794
8.2	1.65387
8.2	1.41751
8.1	1.68593
7.8	1.94972
7.8	2.15568
7.7	1.79602
7.9	1.7595
8	1.68406
7.7	2.01814
7.5	1.51875
7.6	1.13881
7.5	1.39039
7.5	1.71579
7.3	1.88547
7.2	1.53881
7.2	1.09473
7.2	0.8768
6.9	1.23287
6.7	1.51284
6.6	1.55776
6.7	1.12047
6.7	1.61269
6.2	2.01513
6.3	2.16695
6.1	2.05898
6.2	1.97424
6.1	1.7151
5.9	1.68405
5.7	1.60954
5.8	1.23152
5.6	0.65312
5.7	-0.22993
5.5	-0.08703
5.4	-0.02203
5.4	-0.10403
5.6	0.03503
5.3	0.17957
5.2	0.22569
5.1	0.2413
5	0.00884
5	0.12762
5.1	0.43632
5	0.63872
4.8	1.2375
4.9	0.84728
5	0.89162
5.1	1.17263
4.8	1.07848
4.9	1.07929
4.8	0.86836
4.9	1.05532
5	1.54864
4.9	1.68592
4.7	1.68433
4.7	2.0508
4.7	2.51039
4.6	2.81036
4.4	2.4412
4.4	2.17622
4.4	1.85634
4.3	1.64057
4.3	1.72511
4.4	1.92812
4.3	2.18057
4.2	2.02076
4.2	2.17249
4.1	2.12993
4	2.1037
4.1	2.22658
4	2.33259
4	2.43783
3.8	2.77659
4	2.84851
3.8	2.89875
3.8	2.678
3.7	2.35518
3.8	2.52852
3.8	2.17281
3.9	1.91522
4	1.49833
3.8	1.48172
3.8	1.87995
3.6	2.00563
3.7	1.81275
3.6	1.68964
3.7	1.82116
3.7	1.75969
3.5	1.72733
3.6	1.75708
3.6	2.03082
3.6	2.26172
3.5	2.46049
3.5	2.31971
4.4	1.53064
14.7	0.36486
13.2	0.24244
11	0.72681
10.2	1.03283
8.4	1.32759
7.9	1.40065
6.9	1.1842
6.7	1.13776
6.7	1.27815
6.3	1.35997
6.2	1.67524
6.1	2.65838
6.1	4.15199
5.8	4.94444
5.9	5.34102
5.4	5.2761
5.2	5.20533
4.8	5.38991
4.5	6.23694
4.2	6.82837
3.9	7.09654
4	7.52593
3.8	7.91202
3.6	8.55759
3.6	8.22414
3.6	8.51641
3.6	8.99522
3.5	8.48213
3.7	8.24923
3.5	8.22241
3.7	7.76312
3.6	7.11788
3.5	6.42068
